Abstract,IsLitigated
" A system and method uses customer information collected by a sponsoring organization, such as a hotel, to request and pre-approve a line of credit for a customer with an issuing bank prior to the anticipated arrival of the customer at the facilities of the sponsoring organization. In one embodiment, the anticipated arrival of a potential customer is identified when the customer makes a reservation for future services or registers for attendance at a future event. Preferably, the credit card is instantly issued to the customer and activated by the sponsoring organization on behalf of the customer as part of a chargeable event while the customer is at the facilities of the sponsoring organization. The sponsoring organization may opt to offer the issuing bank a guarantee of coverage over the line of credit extended by the issuing bank. Also, customers may choose the incentive benefits they wish to receive from using the line of credit. ",No
" A license distribution system and a license distribution method for selling/purchasing a license securely are provided.  When a purchase request of a license for viewing digital contents is received via a network from a client terminal, a reception window terminal of a storefront server receives the purchase request of a license and executes a process of settling accounts at a first stage. Then, a proof of purchase is issued and the license is sent in exchange for the proof of purchase. |Accordingly, no mistake is made in acquiring money at the time of selling the license, and further a table and a process for checking whether charging is made or not are not necessary for a license selling process, thus an operational process and a process program can be simplified and a memory can be used effectively. A license for a subscription commodity and/or a package commodity can be purchased and/or sold as well. ",Yes
" This invention includes an IC card reader/writer ( 50 ) which reads and writes data from and to an IC card ( 100 ), an input unit ( 20 ) for inputting the amount or the number of points to be converted, and a conversion processing unit ( 40 ) which subtracts the amount or the number to be converted input by the input unit ( 20 ) from the total amount of electronic money or the total number of points pertaining to the first service in the IC card ( 100 ), converts the amount or the number to be converted into an equivalent amount of electronic money or an equivalent number of points pertaining to the second service, and adds the equivalent amount or the equivalent number to the total amount of electronic money or the total number of points pertaining to the second service in the IC card ( 100 ). ",Yes
" Organizing and managing a transaction-related dimension of tax-related data allows for the generation of fact details to facilitate payment of taxes. First, a transaction-related dimension of tax-related data is provided along with a plurality of attributes for the transaction-related dimension. Such attributes include a transaction line item determined based on a transaction identifier, a transaction type, a tax type, a customer account identifier, a sold to location geographic code, a ship to location geographic code, a contract number, a purchase order number, a vendor account identifier, and a vendor zip code. Next, a plurality of entries are received which are associated with the attributes of the transaction-related dimension. A plurality of fact details are then generated using the entries of a predetermined set of the attributes of the transaction-related dimension. Thereafter, a set of aggregate fact details are generated based on the plurality of fact details. These aggregate fact details are then outputted. ",Yes
" This invention provides system and methods for managing accounts of clients at customer financial entities so that deposits of up to $100,000 or greater are insured, so that interest income earned on a portion of all of the account balances may be flexibly allocated according to customer instructions, and so that withdrawals are not limited. These objects are satisfied by holding client funds at interest-earning money market deposit accounts at one or more banks of savings institutions. More particularly, this invention provides methods for receiving client transaction information, determining a net transfer of funds into or out of each client account from transaction information, causing transfer of funds from the insured, interest-bearing deposit accounts to match the net transfer of funds into or out of each client account, and allocating interest earned by the deposit accounts to clients according to customer instructions. This invention also provides systems and software products implementing these methods. ",No
" A method and apparatus to facilitate giving a discount to a consumer subsequent to a point of sale purchase. A merchant, manufacturer, and/or a consumer agree in advance with a financial account issuer to give a discount on qualifying purchases. The merchant and/or manufacturer may access an intranet provided by the financial account issuer and input instructions related to one or more discount programs. During a point of sale purchase, a consumer and merchant agree to a purchase price for a particular good and/or service being purchased by the consumer. The merchant requests payment authorization from the financial account issuer for the full (gross), agreed upon purchase price. If the purchase qualifies for a discount under one or more discount programs, the consumer's financial account is charged the full, agreed upon purchase price, and subsequently credited one or more discounts the transaction qualifies for without the consumer needing to perform a secondary task(s). ",Yes
" &lt;P&gt;PROBLEM TO BE SOLVED: To provide a bill transaction device that can check a bill with high precision while maintaining high speed of transaction operation.  &lt;P&gt;SOLUTION: A checker 103 outputs a decided/undecided check result about an input bill. An undecided note storage box 142 stores a bill given an undecided check result, and bill storage boxes 120 store the other bills. Outside the transaction time, the bill stored in the undecided note storage box 122 is fed at low speed and sensed again by a sensor 105, and the checker 103 receives a signal output from the sensor 105 to execute a recheck using a higher precision algorithm than the check in transaction. Bills with an undecided authentication result at input transaction are rechecked outside the delivery time, so that a reject rate is lowered and the precision of authentication is increased while high speed processing in transaction is maintained.  &lt;P&gt;COPYRIGHT: (C)2004,JPO  [JP2004157624A] ",Yes
" The present invention relates to a surveillance system for application in automated teller machines (ATMs) which comprises one or more automated teller machine(s), each of which is installed with hidden pin-hole video camera(s), a server and networking facilities, and a central monitoring station. The circuit board of the server has a microprocessor installed with software which automatically links the account data of an inserted ATM card with recorded video images and automatically saves temporary image backup files using the account data as parameters, as well as software which automatically compresses temporary image backup files and transmits them by long-distance real time transmission via the networking facilities to the central monitoring station for surveillance and permanent backup storage. Real time surveillance of video images or the use of parameters in backup file searches allow rapid, easy, accurate and effective monitoring of problematic transactions and retrieval of video images of a particular ATM user. ",Yes
" Methods, devices, and systems are provided in a multi-level computer architecture which provides improved capabilities for managing courseware and other content in a shared use operating environment such as a computer network. In particular, the invention provides a commercial networked instruction content delivery method and system which does not exclude synchronous sharing but is focused on asynchronous sharing. Security in the architecture provides content property holders with the ability to know how many minutes of use an individual made of licensed material and with increased certainty that their material cannot be used, copied, or sold in usable form unless lo and until a user site is connected or reconnected to a minute-by-minute counter which is located off the premises of the user. This security link helps protect software and other works which are being sold or licensed to an individual, organization, or entity, and creates income opportunities for owners of such content. ",No
" Method and device is proposed herein for unattended detection of deliberate or unintentional breaches caused by an operator of a routinely executed procedure comprising transference of objects and their mandatory presenting to the item-sensing device for registration or testing or classification. The invention can be used for detecting fraud of a cashier in checkout retail environments by omitting registration of items placed on the take-away belt. The invention is based on detecting motion and presence events in the predetermined workspace areas and comparing their temporal sequence with the predetermined scenarios. In the case of coincidence with the scenario, the sensing device signal in the due time is checked to be received. In the case of a wrong or no signal received, the procedure is recognized as incorrectly executed. Motion and presence events are detected by computer analysis of live video from the camera and/or by applying the motion and the presence detectors. ",Yes
" Techniques and systems for managing digital rights can be implemented to protect against unauthorized copying of digital content and to help ensure payment to content owners and distributors. Digital wrappers can be applied (310, 1020) to data files to prevent access (135, 340, 440) without a valid authorization. Information relating to authorizations to access data files and/or keys for accessing the data files may be stored and retrieved using data stored in a non-volatile storage area (220) of a user device (205). Software on the user device can be used to recognize files (110, 415) and to apply digital wrappers (310, 455, 1020) to recognized files. In addition, the software can be used to remove digital wrappers (360, 685, 770) from files in accordance with authorizations to access the files. Payments or other credits can be allocated (920, 940) among distributors of a data file using information associated with the digital wrappers.| ",Yes
" It is an object to provide a mobile terminal device, such as a mobile phone using electronic-money service, in which information is easily managed upon installing a value processing function to the mobile terminal device. An IC chip for non-contact IC card is installed to a mobile phone 7 having an Internet access function. At the selling time of the mobile phone 7 , an application program is not installed in the IC chip. A user purchases the mobile phone 7 , thereafter, accesses an electronic-money server 2 from the mobile phone 7 , and installs a value processing program to the IC chip. The electronic-money server 2 and the mobile phone 7 are cooperated and install the value processing function. In the installing processing, the mobile phone 7 receives secret information from the electronic-money server 2 for the purpose of ensuring the security, and installs the information to the IC chip. ",Yes
A system and method include means for processing a cryptographic certificate adapted to provide security functionality. A register means (244) is provided and means (224) for adjusting the register means to account for services when the cryptographic certificate is processed. The register means may be for storing funds. Means are provided for processing a digital token providing proof of postage payment and means are also provided for processing a cryptographic certificate adapted to provide security functionality. Funds stored in the register means are debited when the digital token is processed and when the cryptographic certificate is processed. Processing the cryptographic certificate may involve many functions such as providing security services and/or certificate management functions (including generating and verifying cryptographic certificates) and/or key management functions and/or access to any needed private keys to perform security services. Processing the digital token may include generating the digital token or issuing the digital token. &lt;IMAGE&gt;,No
" An electronic wireless hand held multimedia d evice includes a microprocessor and more than one wireless transceiver modules enabling wireless communications over a variety of standards, including Cellular (e.g., GSM, CDMA, GPRS, 3G), 802.11 (e g., WLAN), and short range (e.g., Bluetooth, infrared, RFID) for the retrieval, processing, and delivery of multimedia data to/from remote data resources (e.g., Internet, servers). The hand held device can include any of: a touch sensitive display screen configured to display multimedia data including video, text, GPS maps, and accept user input: a cartridge reader configured to exchange data with an electronic cartridge; a GPS module configured to operate with mapping resources and provide location information and GPS mapping; a mobile payment module enabling mobile payments via a variety of billing arrangements; a security module enabling protected data management and communications security; a video camera enabling the capture, storage, processing, and transmission of video and pictures. ",No
" Methods and systems are provided for issuing a new type of security, referred to herein as a   Guarantee Certificate,   which offers payments to a holder contingent upon the occurrence of specified risk-related events that would typically trigger an insurance or guaranty payment. Guarantee Certificates offer a mechanism for separating certain payment rights associated with a pool of assets (which may or may not be securitized) from the remaining payment rights associated with the pool, such that the payment rights form separate, transferable financial instruments. These instruments evidence an obligation of a mortgage insurer or a securities guarantor to make payments triggered by certain default-related events involving a corresponding (in the case of a mortgage insurer) or an underlying (in the case of a securities guarantor) mortgage loan or loans. A data processing system creates and maintains information corresponding to the Guarantee Certificates. A Guarantee Certificate may be tradable by the holder. ",Yes
" A method and apparatus for information presentation and management in an online trading environment are provided. According to one aspect of the present invention, person-to-person commerce over the Internet is facilitated by providing prospective buyers the ability to quickly preview items for sale. Images are harvested from a plurality of sites based upon user-supplied information. The user-supplied information includes descriptions of items for sale and locations from which images that are to be associated with the items can be retrieved. Thumbnail images are created corresponding to the harvested images and are aggregated onto a web page for presentation at a remote site. According to another aspect of the present invention, a user may submit a query to preview items for sale. After receiving the query, thumbnail images corresponding to items that satisfy the user query are displayed, each of the thumbnail images previously having been created based upon a user-specified image. ",No
" Methods, devices, and systems are provided in a multi-level computer architecture which provides improved capabilities for managing courseware and other content in a shared use operating environment such as a computer network. In particular, the invention provides a commercial networked instruction content delivery method and system which does not exclude synchronous sharing but is focused on asynchronous sharing. Security in the architecture provide content property holdlers with the ability to know how many minutes of use an individual made of licensed material and with increased certainty that their material cannot be used, copied, or sold in usable form unless and until a user site is connected or reconnected to a minute-by-minute counter which is located off the premises of the user. This security link helps protect software and other works which are being sold or licensed to an individual, organization, or entity, and creates income opportunities for owners of such content. ",No
" A hearing aid having two physically separate receivers, one for outputting low frequency (LF) acoustic sounds and another for outputting high frequency (HF) acoustic sounds. The LF receiver's output port is connected to a tube in which the HF receiver is inserted. The LF acoustic sounds either flow around the HF receiver, which include standoffs to space the HF receiver away from the inner tube wall, or through a channel in the HF receiver. At the output of the HF receiver, the LF and HF acoustic sounds are combined to form an acoustic signal that is transmitted to the ear canal. The LF receiver can be optimized for compliance, distortion, resonance frequency, and output. Its orientation is selected for reducing the overall size of the hearing aid. The HF receiver is smaller and placed far away from any microphone(s), reducing feedback effects, and may have a cylindrical or rectangular shape. [EP1871141A2] ",No
" A money handling mechanism 110 has a first port P1 for connection to a machine controller 130 and a second port P2 to which further money handling mechanisms can be connected. Different types of mechanism, such as a card acceptor 70 or a bill validator 100, can be connected to the second port P2 over a bus B. The first port P1 may be connected to one of several interface adapters 410 to 416, and the communications protocol used is selected accordingly. If the first port P1 uses the same protocol as the second port P2, signals are passed transparently between the first port P1 and the second port P2. Signals from the additional mechanism may be modified to be recognisable by the controller 130. The money handling mechanism 110 may convert between the denominations of currencies represented in the protocols over the first and second ports P1 and P2. &lt;IMAGE&gt; ",No
" A collectible trading card ( 10 ) includes an outer card ( 12 ) and an insert card ( 14 ). The insert card ( 14 ) contains an insert card image ( 44 ). The outer card ( 12 ) includes a first region ( 38 ) and a second region ( 40 ). The first region ( 38 ) includes a card aperture ( 24 ) that receives at least a portion of the insert card ( 14 ). The second region ( 40 ) is moveable from a first position ( 41 A) to a second position ( 41 B). In the first position ( 41 A), the insert card ( 14 ) is inhibited from being removed from the card aperture ( 24 ). In the second position ( 41 B), the insert card ( 14 ) can be removed from the card aperture ( 24 ). ",Yes
" Automated generation of reports based on insurance coverage of youthful drivers. Insurance carriers can automatically obtain, at appropriate times, customized reports for use in monitoring insurance coverage of youthful drivers. The youthful drivers can be newly-licensed persons who reside with insured persons. The reports can indicate whether the youthful drivers are insured by a particular insurance carrier and/or whether they are uninsured persons. The insurance carriers can designate the reports' format, content, generation times, and output times. In designating the output times, the insurance carriers can designate whether and/or when to delay output of certain generated reports. In addition, the insurance carriers can designate whether and/or when to update and/or verify the contents of each generated report prior to outputting the report. Allowing insurance carriers to designate when, how, and in what format, they wish to receive the reports permits for more effective, more efficient, continuous monitoring of youthful drivers. ",Yes
" A system and method for merchant function assumption of Internet checking and savings account transactions enables a service provider to take over all merchant type transactions and provide a merchant, such as an Internet merchant, with an approved order and appropriate credit for the transaction. A service provider server receives an electronic check or a payment instruction for the merchant from a customer. The payment instruction includes, for example, the originator's digital certificate and payment and purchase information, including the originator's checking or savings account number. The payment instruction is automatically sent to a customer's bank's server, which confirms the availability of funds for the payment. A confirmation of the availability of funds is automatically sent to the merchant, and a credit for the payment is automatically sent to the merchant's account. In addition, the service provider can consolidate order and settlement transactions, which saves transaction costs for the merchant. ",Yes
" A method for facilitating a transaction includes: storing card association data entries, each including at least a card association number (ICA), a country associated with the ICA, and a plurality of bank identification numbers (BINs) associated with the ICA; receiving a number request originating from a first country and identifying a second country; identifying a specific data entry where the included country corresponds to the second country; identifying a subset of BINs of the plurality associated with the ICA in the specific data entry; transmitting the identified subset of BINs; receiving an authorization request for a financial transaction originating from the second country and including at least a payment card number, the number being associated with a BIN included in the subset of BINs; processing the financial transaction as a local transaction and not a cross-border transaction; and transmitting an authorization response indicating approval or denial of the financial transaction. ",No
" The present invention provides a system and method allowing customers to conduct a remote banking transaction at a fuel dispenser, including obtaining cash in association with the transaction at the dispenser or a common terminal in the dispenser forecourt. The system may include a cash dispenser at the dispenser, fueling position, or the central terminal, or, alternatively, a delivery system configured to deliver cash from a central location to the customer at the dispenser, fueling position, or central terminal. During a transaction for purchasing fuel or other products associated with the service station, a customer is provided an opportunity to conduct a remote banking transaction. Providing a customer the opportunity to conduct such a transaction in association with a dispenser transaction will attract more customers to the station because of convenience as well as provide customers with more disposable cash to spend at the associated quickserve restaurants and convenience store. ",No
" A promotional item for being dispensed in a vending machine that dispenses a product item having a product within a product container upon receipt of a predetermined payment amount. The promotional item includes a product container similar to the product container of the product item, and a compressed fabric article contained within the product container and having an exterior load bearing dimension substantially equal to an interior load bearing dimension of the container. According to an embodiment of the present invention, the product container comprises a plastic bottle cut into two pieces, and the interior load bearing dimension comprises an inner diameter of the bottle. In addition, the compressed fabric article is generally cylindrical and the exterior load bearing dimension comprises an outer diameter of the compressed article. The promotional item further comprises means for securing the two pieces of the bottle together with the compressed fabric article contained therein. ",No
" A supply chain network where customers, suppliers, logistics providers, carriers, and financial institutions are all connected to a centralized supply chain server. The server receives forecasts from the customers detailing the orders that the customers desire. These forecasts are analyzed by the supply chain server to ensure that they conform to contractual agreements and do not contain errors. The forecasts are also used to warn the suppliers of future demands so that the suppliers can anticipate demands and plan inventory accordingly. Once supplier demand issues are resolved, the forecasts are sent to the suppliers in groups so that the suppliers prepare a smaller number of large orders. The supply chain server also controls the processes involved in distributing the product from the suppliers to the customers including the generation and payment of invoices. A form of financing the customers' purchases, made possible by the supply chain architecture, is also disclosed. ",Yes
" Provided is an integrated financial account that encompasses all types of transactions. The balance of the account is determined by withdrawals and deposits regardless of the type of transaction to which the withdrawal or deposit corresponds. If a debt is presented, the net balance of the account is adjusted downward accordingly. If a credit is presented, the balance is adjusted upward accordingly. If an account has a negative balance, the balance is adjusted to reflect interest expense. If account has a positive balance, an agreed upon interest is accrued. A balance of the integrated account can include collateral and obligations that the customer places in the account. Information about the account can be downloaded to a customer's personal financial management (PFM) tools, which could segment the account into separate components corresponding to traditional accounts. The integrated account can be used as collateral for insurance with balance adjusted based upon risk. ",Yes
" A credit card system is provided which has the added feature of providing additional limited use credit card numbers and/or cards. These numbers and/or cards can be used for a single or limited use transaction, thereby reducing the potential for fraudulent reuse of these numbers and/or cards. The credit card system finds application to   card remote   transactions such as by phone or Internet. Additionally, when a single use or limited use credit card is used for   card present   transactions, so called   skimming   fraud is eliminated. Various other features enhance the credit card system which will allow secure trade without the use of elaborate encryption techniques. Methods for limiting, distributing and using a limited use card number, controlling the validity of a limited use credit card number, conducting a limited use credit card number transaction and providing remote access devices for accessing a limited use credit card number are also provided. ",No
" Provided is a real-time method for calculating a credit report based upon information associated with a single, integrated financial account. The account has an associated balance based upon deposits and withdrawals, regardless of the type of transaction that generated a particular deposit or withdrawal. An account history is maintained and employed to calculate a credit rating. The rating is determined by an inspection of the integrated account. Information associated with the account is transferable. As deposits and withdrawals are made to an account, the credit rating can be adjusted in real-time. Metric information such as the frequency of deposits and withdrawals can be used as a factor in the calculation of a credit rating. Payment made by another customer on a co-signed loan, can also be a factor. Collateral deemed appropriate may be placed in the account and the customer's credit rating adjusted to reflect the value of the collateral. ",Yes
" The invention provides a user interface, such as used by an electronic trading hub. The interface includes a representation that describes instances in which a participant has won some units, but less than the number of items initially bid on. The representation of this partial win is displayed on web pages that present information to a user. Another representation shows start and end times for at least some of the markets in which the user is currently participating, and the start and end times for future markets. Color-coding of temporal events may also be included in the graphical representation. A representation of activities occurring in markets owned by a user is generated and displayed. Such representations useful to commercial entities which take positions as both buyers and sellers. Another representation identifies which type of market is referred to such as English auctions, RFBs (request for bids), Dutch auctions and others. ",Yes
" A hearing aid having two physically separate receivers, one for outputting low frequency (LF) acoustic sounds and another for outputting high frequency (HF) acoustic sounds. The LF receiver's output port is connected to a tube in which the HF receiver is inserted. The LF acoustic sounds either flow around the HF receiver, which include standoffs to space the HF receiver away from the inner tube wall, or through a channel in the HF receiver. At the output of the HF receiver, the LF and HF acoustic sounds are combined to form an acoustic signal that is transmitted to the ear canal. The LF receiver can be optimized for compliance, distortion, resonance frequency, and output. Its orientation is selected for reducing the overall size of the hearing aid. The HF receiver is smaller and placed far away from any microphone(s), reducing feedback effects, and may have a cylindrical or rectangular shape.[EP1871141A2] ",No
" An apparatus ( 10, 240, 300 ) includes a signpost ( 11, 241 - 256, 322, 612, 623, 626 - 628, 652, 661, 682, 686, 703 ) which transmits signpost signals ( 24 ) that are received by a tag ( 12, 271 - 275, 301 - 316, 395 - 397, 616 - 618, 641 - 643, 653, 656 - 657, 662 - 664, 679, 708, 711 ). The tag in turn transmits radio frequency beacon signals ( 72 ) which are received by a reader ( 13, 261, 319, 521 - 530 ). The tag can vary the duration of the beacon signals, for example in dependence on whether it is currently receiving a signpost signal. Further, the tag can dynamically vary the transmission rate and/or transmission power of the beacon signals, for example following receipt of a signpost signal. Varying these parameters can facilitate compliance with governmental regulations. ",Yes
" In an information processing system comprising a redundantly furnished plurality of second information processing apparatuses being commonly connected with a first information processing apparatus through an information transmission path to supervise the first information processing apparatus, and a third information processing apparatus being connected with the second information processing apparatus through an information network to manage the second information processing apparatus, wherein each of the second information processing apparatuses comprises a connection confirmation control logic for trying to transmit connection confirmation information to the third information processing apparatus through the information network in compliance with an instruction being given by the one representative second information processing apparatus, and the third information processing apparatus comprises a maintenance management control logic for collecting the connection confirmation information arriving from each of the second information processing apparatuses and transmitting collected results by e-mail to a manager of the first information processing apparatus. ",Yes
" An advertisement portfolio model reduces risk in an advertisement transaction for an individual advertisement product. First, a relational expression is used to determine a comprehensive advertisement risk management index for statistically representing a maximum unexpected loss amount to which the advertisement product is subject at a certain probability during the advertising campaign period. Second, a plurality of correlation coefficient data of the advertisement product are calculated from the observational data of the advertisement product. Third, an optimal combination of the advertisement products is determined in order to analyze at least either one of an effect, an efficiency or a risk of the advertisement product based on the relational expression for determining the comprehensive advertisement risk management index and the plurality of correlation coefficient data or the observational data which has taken the correlation into account indirectly, such that a sponsor can determine an optimal combination of the advertisement products. ",Yes
" Automated generation and output of customized reports based on the insurance claim records of insured persons. Insurance carriers can automatically obtain customized reports for use in monitoring insured persons' insurance claim records for previously-unavailable claim information. Each insured person can be insured on a recently-executed insurance policy of an insurance carrier. An insurance carrier's customized report can include, for each insured person, claim information related to the insured person that was unavailable to the insurance carrier before execution of the insurance policy. The customized report can also include claim information related to the insured person that was unavailable before a specified period of time before execution of the insurance policy. The insurance carriers can designate the reports' format and content. Allowing insurance carriers to designate how, and in what format, they wish to receive the reports permits for more effective and more efficient monitoring of insured persons' claim records. ",Yes
" A general-purpose payment card product is linked to a designated reimbursement account. A payment card authorization request is obtained, with a full amount and a reimbursement eligible amount included therein, based on a transaction with the payment card product at a merchant. In one aspect, a payment card authorization response is returned to the merchant from an issuer of the payment card product, based on the full amount. A funding request is initiated, for the reimbursement eligible amount, from the designated reimbursement account. The payment card product and the designated reimbursement account are managed separately. In an alternative, the authorization request is intercepted by an operator of a payment network. The operator initiates a first operator authorization request for the reimbursement eligible amount, and a second operator authorization request for the full amount less the portion of the reimbursement eligible amount, and returns a coordinated response to the merchant. ",No
" A system enables lottery ticket transactions in a fueling forecourt by permitting the purchase of lottery tickets at a fuel dispenser. In the system, customers pay for lottery tickets through the fuel dispenser payment acceptors in conjunction with fuel purchases. Payment may be by cash, credit, or wireless credit storage device, with the cost of the lottery ticket or tickets added to the cost of the fueling transaction. The lottery ticket dispensers may be integrated within the individual fuel dispensers, one to each dispenser, or may be apart from the fuel dispensers with one or more lottery ticket dispensers located elsewhere within the forecourt area. The system provides a range of lottery ticket choices including pre-printed tickets, random-number tickets, and customer-number tickets. The system provides a convenient alternative to in-store lottery ticket transactions by allowing fueling customers to purchase and receive lottery tickets without need of entering the store. ",No
" An on-chip test mechanism for transceiver power amplifier and oscillator frequency for use with the transmitter portion of an integrated RF transceiver. The RF output from the power amplifier in the transmitter is input to a built-in dedicated analog comparator having a configurable threshold. The threshold is adjusted to a predetermined level at which crossings start to occur at the comparator output. The comparator outputs pulses only if the power amplifier output is above a minimum configurable level. The comparator output is input to a frequency divider whose frequency output is tested by a low cost external tester to determine the actual RF frequency thereby confirming generation of the correct oscillator frequency and that the amplitude of the signal at the output of the power amplifier is sufficiently high for the configurable threshold level to be exceeded, thereby determining the compliance of the output power with its defined specifications. ",Yes
" A method and a system are provided for assessing the financial condition of a merchant. The method involves retrieving from one or more databases, a first set of information including merchant aggregated payment card transaction data for a defined time period, and retrieving from one or more databases a second set of information including social media information indicative of consumer sentiment of the merchant for the defined time period. The method further involves analyzing the first set of information and the second set of information to identify one or more correlations between the merchant aggregated payment card transaction data and the social media information indicative of consumer sentiment of the merchant, and assessing the financial condition of a merchant, based on the one or more correlations. A merchant is informed in a timely manner of any changes in their financial condition, thereby allowing the merchant to take remedial action. ",No
" A system, method and apparatus where one party's item or plurality of items can be electronically exchanged for currency, goods and services or plurality of currency, goods and services of another party using a public network such as the internet. Users of the invention can create offers and make payment using currency, goods, services or a combination of currency, goods and services. A computer will store in a central database a list of items that are searchable to users of the system and items which are available for exchange. Users can store in a central database, items and services associated with the said user, to be available as a resource for an electronic exchange. The invention will provide the system, rules and processes in beginning, negotiating and completing an exchange. Invention will provide user interfaces, database search capabilities, user rating features and account management features to facilitate electronic exchanges. ",Yes
" Systems and methods are disclosed for originating a call to a wireless number by a contact center while enforcing various compliance requirements. In one embodiment, a compliance server and a PBX cooperate to originate the call to the wireless number. The agent logs into the compliance server and the compliance server provides the agent with a wireless number to dial. The agent manually enters the wireless number using a phone connected to the PBX. The PBX queries the compliance server regarding establishing the wireless call. Upon authorization, the PBX establishes a first call leg to the compliance server, and a second call leg to the called party that is joined with the call leg to the agent's phone. Upon completion of the call, the agent dispositions the call to the compliance server, which then releases the first call leg. In response, the PBX then releases the second call leg. ",No
" A method of providing for a money transfer over a network includes the steps of: providing a stamp having a face value and a lifespan both indicated on the stamp, the stamp being a string that is a concatenation of two or more fields including the face value and the lifespan, with at least one of the fields calculated according to a prescription involving a hashing or encryption of a concatenation of others of the fields or of some other field not part of the stamp; affixing the stamp to an e-mail; and allowing the recipient of the e-mail to obtain value for the stamp if the stamp is presented to a predetermined entity (such as a stamp issuer) for the stamp value within the lifespan indicated on the stamp. The stamp may comprise a concatenation of a set of fields, including a lifespan, a stamp value; and hash/encryption. ",No
" An automated business process system and method for transferring money funds with a computer machine system that receives, processes and transmits account information data to effect money transfers from human sender's debit card accounts to human recipients debit card accounts. The system being accessed by a communication medium device, wherein the computer machine system receives sending and receiving account information data and transfer authorization data from the communication medium device, and processes and transmits the data in automated modes with appropriate data transmission language through transmission and electronic mediums, so that the computer system processes and effects money transfers from human sender's available and accessible funds debit card accounts to human recipient's receiving debit card accounts without the necessity of a pre-established relationship between the sender's account and the receiving account, and in which the computer system simultaneously repeats the computer system processes and effects simultaneous money transfers. ",No
" Provided are a servicer linkage system, a portfolio generation support system, a portfolio generation support method, a relay computer and recording medium storing a computer program capable of deciding an appropriate combination of financial products and specifying the trading order thereof. A relay computer connected with dealer computers and a user computer to transmit/receive data stores first financial product information including information for sorting a financial product selected at a predetermined time point, and the amount and the component ratio of said financial product, accepts second financial product information including information for sorting a target financial product, and the amount and the component ratio of the target financial product, calculates differential data of the first and the second financial product information and specifies the updating order of a financial product included in the first financial product information to a financial product included in the second financial product information. ",Yes
" A wireless, redundant, secure, real-time, network for a proprietary interactive data transfer system having a remote terminal and a host data center, such as an automated teller banking system, is disclosed. Controllers for the remote terminal and the host data center receive the proprietary language messages and packetize and encrypt the messages for sending over the best wireless carrier among the plurality of wireless carriers the controllers are connected to. The wireless control protocol monitors the communications to provide for selection of the most reliable communication carrier for any part of a transmission. Each network segment of the signal path has at least one state-controlled gate which reports the status of that signal path. Real time transmission and acknowledgment of securely packetized messages on wireless communications carriers via an object oriented coding control application provides for reliable datagram transfer independent of the reliability of any one signal path. ",No
" The present invention is directed to incrementing a well service rig in such a manner that activity-based and/or time-based data for the well site is recorded. The acquired data can be transmitted via wired, wireless, satellite or physical to a data center preferably controlled by the work-over rig owner, but alternately controlled by the well owner or another. The data can thereafter be used to provide the customer a detailed invoice or a searchable, secure web-based database. With such information, the customer can schedule other services at the well site. Further, the customer will have access to detailed data on the actual service performed. The present invention fosters a synergistic relationship among the customer and the service companies that promotes a safe environment by monitoring crew work activities and equipment speeds; improving productivity; reducing operation expenses through improved job processes; and better data management and reduced operational failures. ",No
